"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"공항동495",1,서울특별시 강서구 공항대로8길 27-24,서울특별시 강서구 공항동 35-6,37.5593206948,126.8132893498,,통신주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동496",1,서울특별시 강서구 공항대로8길 27-28,서울특별시 강서구 공항동 35-7,37.5592443512,126.8133848370,,건축물,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동497",1,서울특별시 강서구 공항대로8길 27-25,서울특별시 강서구 공항동 35-10,37.5593623668,126.8135465019,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동498",1,서울특별시 강서구 공항대로8길 27-22,서울특별시 강서구 공항동 35-5,37.5593826575,126.8132160814,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동499",1,서울특별시 강서구 공항대로8길 27-15,서울특별시 강서구 공항동 35,37.5597695694,126.8131744840,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동500",1,서울특별시 강서구 공항대로8길 27-15,서울특별시 강서구 공항동 36-27,37.5597695694,126.8131744840,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동501",1,서울특별시 강서구 공항대로10가길 17,서울특별시 강서구 공항동 36-44,37.5599481091,126.8129231182,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동502",1,서울특별시 강서구 공항대로8길 27-8,서울특별시 강서구 공항동 41-58,37.5597608181,126.8126553505,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동503",1,서울특별시 강서구 공항대로8길 27,서울특별시 강서구 공항동 41-53,37.5599034709,126.8123875491,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동504",1,서울특별시 강서구 공항대로10가길 16,서울특별시 강서구 공항동 34-46,37.5600962117,126.8127960992,,건축물,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동505",1,서울특별시 강서구 공항대로10가길 11,서울특별시 강서구 공항동 36-40,37.5601789988,126.8130144433,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동506",1,서울특별시 강서구 공항대로10가길 5,서울특별시 강서구 공항동 34-72,37.5604653438,126.8130198395,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동507",1,서울특별시 강서구 공항대로10길 10,서울특별시 강서구 공항동 34-113,37.5605351224,126.8131029663,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동508",1,서울특별시 강서구 공항대로10길 14,서울특별시 강서구 공항동 34-14,37.5603554443,126.8131475555,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동509",1,서울특별시 강서구 공항대로 46-6,서울특별시 강서구 공항동 34-82,37.5607806239,126.8124087782,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동510",1,서울특별시 강서구 공항대로 46-9,서울특별시 강서구 공항동 34-76,37.5607135043,126.8126954080,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동511",1,서울특별시 강서구 공항대로10가길 10,서울특별시 강서구 공항동 34-49,37.5603244312,126.8127943964,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동512",1,서울특별시 강서구 공항대로8길 3-10,서울특별시 강서구 공항동 34-41,37.5604879382,126.8124388259,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동513",1,서울특별시 강서구 공항대로8길 7,서울특별시 강서구 공항동 34-107,37.5606852450,126.8123183593,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동514",1,서울특별시 강서구 공항대로 44,서울특별시 강서구 공항동 34-3,37.5609426615,126.8120930482,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동515",1,서울특별시 강서구 공항대로 38-12,서울특별시 강서구 공항동 33-8,37.5605937249,126.8119918353,,건축물,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동516",1,서울특별시 강서구 공항대로8길 18,서울특별시 강서구 공항동 33-10,37.5603092365,126.8121339127,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동517",1,서울특별시 강서구 공항대로4가길 22-4,서울특별시 강서구 공항동 41-97,37.5603096036,126.8119683286,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동518",1,서울특별시 강서구 공항대로8길 18-4,서울특별시 강서구 공항동 41-17,37.5601620015,126.8120129531,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동519",1,서울특별시 강서구 공항대로 38-10,서울특별시 강서구 공항동 33-7,37.5605937249,126.8119918353,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동520",1,서울특별시 강서구 공항대로4가길 19-6,서울특별시 강서구 공항동 41-90,37.5607072358,126.8116999954,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동521",1,서울특별시 강서구 공항대로4가길 19-8,서울특별시 강서구 공항동 41-89,37.5607205098,126.8116054558,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동522",1,서울특별시 강서구 공항대로4가길 19-7,서울특별시 강서구 공항동 41-92,37.5605757993,126.8116552802,,통신주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동523",1,서울특별시 강서구 공항대로4가길 16,서울특별시 강서구 공항동 41-94,37.5604419412,126.8116174752,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동524",1,서울특별시 강서구 송정로6길 21-9,서울특별시 강서구 공항동 41-2,37.5601714251,126.8115941621,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동525",1,서울특별시 강서구 공항대로4가길 10,서울특별시 강서구 공항동 42-16,37.5604079347,126.8112545903,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동526",1,서울특별시 강서구 공항대로4길 11,서울특별시 강서구 공항동 42-10,37.5606663702,126.8108791958,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동527",1,서울특별시 강서구 공항대로4길 11,서울특별시 강서구 공항동 42-10,37.5606663702,126.8108791958,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동528",1,서울특별시 강서구 공항대로 32,서울특별시 강서구 공항동 42-4,37.5610289299,126.8107099783,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동529",1,서울특별시 강서구 공항대로4길 21,서울특별시 강서구 공항동 42-23,37.5601945118,126.8109873439,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동530",1,서울특별시 강서구 공항대로4길 27,서울특별시 강서구 공항동 53-67,37.5600492183,126.8104485207,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동531",1,서울특별시 강서구 송정로 58,서울특별시 강서구 공항동 53-72,37.5599711372,126.8103021504,,건축물,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동532",1,서울특별시 강서구 송정로6길 10,서울특별시 강서구 공항동 53-61,37.5598416842,126.8107637996,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동533",1,서울특별시 강서구 송정로6길 10,서울특별시 강서구 공항동 53-108,37.5598416842,126.8107637996,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동534",1,서울특별시 강서구 송정로6길 6-10,서울특별시 강서구 공항동 53-49,37.5595687142,126.8107836173,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동535",1,서울특별시 강서구 송정로6길 11,서울특별시 강서구 공항동 53-2,37.5600489945,126.8108707964,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동536",1,서울특별시 강서구 송정로6길 17,서울특별시 강서구 공항동 53-82,37.5600081216,126.8112287752,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동537",1,서울특별시 강서구 송정로6길 21-5,서울특별시 강서구 공항동 41-120,37.5600252645,126.8113565123,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동538",1,서울특별시 강서구 송정로6길 23,서울특별시 강서구 공항동 53-84,37.5598105859,126.8114308468,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동540",1,서울특별시 강서구 송정로6길 27,서울특별시 강서구 공항동 53-85,37.5597248804,126.8115306609,,건축물,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동541",1,서울특별시 강서구 송정로6길 31,서울특별시 강서구 공항동 53-87,37.5596114509,126.8116472951,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동542",1,서울특별시 강서구 송정로6길 35,서울특별시 강서구 공항동 53-89,37.5594147788,126.8118263870,,건축물,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동543",1,서울특별시 강서구 송정로6길 37,서울특별시 강서구 공항동 53-90,37.5593629644,126.8118784665,,건축물,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동544",1,서울특별시 강서구 송정로6길 44,서울특별시 강서구 공항동 55-70,37.5590629196,126.8118701666,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동545",1,서울특별시 강서구 송정로6길 49,서울특별시 강서구 공항동 55-131,37.5588572120,126.8120334343,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동546",1,서울특별시 강서구 송정로4길 17,서울특별시 강서구 공항동 55-65,37.5585353737,126.8118620992,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동547",1,서울특별시 강서구 공항대로8길 19,서울특별시 강서구 공항동 41-15,37.5601549229,126.8123775247,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동548",1,서울특별시 강서구 공항대로8길 18-3,서울특별시 강서구 공항동 41-27,37.5600868006,126.8121464683,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동549",1,서울특별시 강서구 공항대로8길 18-4,서울특별시 강서구 공항동 41-17,37.5601620015,126.8120129531,,건축물,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동550",1,서울특별시 강서구 공항대로8길 18-9,서울특별시 강서구 공항동 41-25,37.5599277319,126.8118931181,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동551",1,서울특별시 강서구 공항대로8길 24-3,서울특별시 강서구 공항동 41-36,37.5598330124,126.8121604607,,건축물,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동552",1,서울특별시 강서구 공항대로8길 24-5,서울특별시 강서구 공항동 41-35,37.5597476779,126.8120408176,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동553",1,서울특별시 강서구 공항대로8길 30-3,서울특별시 강서구 공항동 41-42,37.5595743538,126.8121712962,,건축물,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동554",1,서울특별시 강서구 공항대로8길 42,서울특별시 강서구 공항동 55-115,37.5591760197,126.8121689007,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동555",1,서울특별시 강서구 공항대로8길 52,서울특별시 강서구 공항동 55-119,37.5587506616,126.8121701948,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동556",1,서울특별시 강서구 공항대로8길 56,서울특별시 강서구 공항동 55-135,37.5585403648,126.8121674406,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동557",1,서울특별시 강서구 공항대로8길 56,서울특별시 강서구 공항동 55-135,37.5585403648,126.8121674406,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동558",1,서울특별시 강서구 송정로4길 10,서울특별시 강서구 공항동 55-308,37.5583274543,126.8114293783,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동559",1,서울특별시 강서구 송정로4길 11-2,서울특별시 강서구 공항동 55-77,37.5585737437,126.8117412419,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동560",1,서울특별시 강서구 송정로4길 11-12,서울특별시 강서구 공항동 55-74,37.5589665801,126.8117426303,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동561",1,서울특별시 강서구 송정로6길 36,서울특별시 강서구 공항동 53-50,37.5592836250,126.8116764151,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동562",1,서울특별시 강서구 송정로4길 7-14,서울특별시 강서구 공항동 55-85,37.5591158496,126.8114443682,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동563",1,서울특별시 강서구 송정로4길 7-14,서울특별시 강서구 공항동 55-85,37.5591158496,126.8114443682,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동564",1,서울특별시 강서구 송정로4길 7-8,서울특별시 강서구 공항동 55-88,37.5587695904,126.8114402609,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동565",1,서울특별시 강서구 송정로4길 7-6,서울특별시 강서구 공항동 55-89,37.5585601972,126.8114392041,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동566",1,서울특별시 강서구 송정로4길 1-1,서울특별시 강서구 공항동 55-100,37.5585187419,126.8109261602,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동567",1,서울특별시 강서구 송정로4길 1-3,서울특별시 강서구 공항동 55-98,37.5586416093,126.8109646698,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동568",1,서울특별시 강서구 송정로4길 1-13,서울특별시 강서구 공항동 55-96,37.5590179590,126.8109670012,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동569",1,서울특별시 강서구 송정로 46-3,서울특별시 강서구 공항동 55-214,37.5591210507,126.8107531725,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동570",1,서울특별시 강서구 송정로 46-9,서울특별시 강서구 공항동 54-3,37.5592499851,126.8107543177,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동571",1,서울특별시 강서구 송정로 46-25,서울특별시 강서구 공항동 54-4,37.5593215817,126.8109589907,,건축물,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동572",1,서울특별시 강서구 송정로 34,서울특별시 강서구 공항동 55-39,37.5581170552,126.8112498435,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동573",1,서울특별시 강서구 송정로 26-13,서울특별시 강서구 공항동 55-231,37.5579011204,126.8117225623,,건축물,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동574",1,서울특별시 강서구 송정로 26-8,서울특별시 강서구 공항동 55-302,37.5574156146,126.8120876452,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동575",1,서울특별시 강서구 송정로 26-7,서울특별시 강서구 공항동 55-250,37.5576557117,126.8118498243,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동576",1,서울특별시 강서구 송정로 26-21,서울특별시 강서구 공항동 55-287,37.5579469290,126.8120291566,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동577",1,서울특별시 강서구 송정로 26-19,서울특별시 강서구 공항동 55-286,37.5580559530,126.8120313726,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동578",1,서울특별시 강서구 공항대로8길 77,서울특별시 강서구 공항동 55-240,37.5575235791,126.8124434269,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동579",1,서울특별시 강서구 공항대로8길 73,서울특별시 강서구 공항동 55-242,37.5577199834,126.8124353518,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동580",1,서울특별시 강서구 공항대로8길 69,서울특별시 강서구 공항동 55-284,37.5579267921,126.8124542998,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동581",1,서울특별시 강서구 공항대로8길 65,서울특별시 강서구 공항동 55-176,37.5581487533,126.8124264678,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동582",1,서울특별시 강서구 남부순환로11가길 89,서울특별시 강서구 공항동 653-1,37.5576619371,126.8132170945,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동583",1,서울특별시 강서구 공항대로8가길 28,서울특별시 강서구 공항동 651-1,37.5588245174,126.8136321600,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동584",1,서울특별시 강서구 방화대로6나길 22,서울특별시 강서구 공항동 1353-10,37.5559753901,126.8170326651,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동585",1,서울특별시 강서구 방화대로6나길 16,서울특별시 강서구 공항동 1353-8,37.5556869956,126.8170419715,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동586",1,서울특별시 강서구 방화대로6나길 13,서울특별시 강서구 공항동 1354-1,37.5555966135,126.8168016989,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동587",1,서울특별시 강서구 방화대로6나길 5,서울특별시 강서구 공항동 1354-4,37.5552673022,126.8168035236,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동588",1,서울특별시 강서구 방화대로6나길 6,서울특별시 강서구 공항동 1355,37.5552013905,126.8170626244,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동589",1,서울특별시 강서구 방화대로6나길 10-10,서울특별시 강서구 공항동 1355-3,37.5551897718,126.8174727911,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동590",1,서울특별시 강서구 방화대로6다길 6-13,서울특별시 강서구 공항동 1352-8,37.5555153027,126.8174150709,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동591",1,서울특별시 강서구 방화대로6다길 6-7,서울특별시 강서구 공항동 1352-10,37.5557695452,126.8174030201,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동592",1,서울특별시 강서구 방화대로6다길 8,서울특별시 강서구 공항동 1352,37.5560310006,126.8173941204,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동593",1,서울특별시 강서구 방화대로6나길 28,서울특별시 강서구 공항동 1344,37.5562692771,126.8170791403,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동594",1,서울특별시 강서구 방화대로6다길 5,서울특별시 강서구 공항동 1344-17,37.5562117375,126.8172757517,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동595",1,서울특별시 강서구 방화대로6다길 9,서울특별시 강서구 공항동 1344-16,37.5562310347,126.8174024599,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동596",1,서울특별시 강서구 방화대로6다길 11,서울특별시 강서구 공항동 1344-15,37.5562582889,126.8175475962,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동597",1,서울특별시 강서구 방화대로6다길 14,서울특별시 강서구 공항동 1351,37.5560650678,126.8177501963,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동598",1,서울특별시 강서구 방화대로6다길 10-7,서울특별시 강서구 공항동 1351-10,37.5557954252,126.8177668105,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동599",1,서울특별시 강서구 방화대로6다길 10-13,서울특별시 강서구 공항동 1351-8,37.5555543234,126.8177698874,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동600",1,서울특별시 강서구 방화대로6나길 10-12,서울특별시 강서구 공항동 1355-4,37.5552038433,126.8175997367,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동601",1,서울특별시 강서구 방화대로6나길 10-22,서울특별시 강서구 공항동 1355-8,37.5552208904,126.8181372663,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동602",1,서울특별시 강서구 방화대로6다길 20-13,서울특별시 강서구 공항동 1350-9,37.5555701772,126.8181180834,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동603",1,서울특별시 강서구 방화대로6다길 20-7,서울특별시 강서구 공항동 1350-11,37.5558196648,126.8181191746,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동604",1,서울특별시 강서구 방화대로6다길 20-5,서울특별시 강서구 공항동 1350-12,37.5559585928,126.8181155549,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동605",1,서울특별시 강서구 방화대로6다길 17,서울특별시 강서구 공항동 1344-13,37.5562858366,126.8178245801,,건축물,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동606",1,서울특별시 강서구 방화대로6라길 30,서울특별시 강서구 공항동 1345-20,37.5563669060,126.8185135029,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동607",1,서울특별시 강서구 방화대로6다길 33,서울특별시 강서구 공항동 1345-18,37.5564057984,126.8187868386,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동608",1,서울특별시 강서구 방화대로6다길 32,서울특별시 강서구 공항동 1349-1,37.5561966340,126.8186413502,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동609",1,서울특별시 강서구 방화대로6바길 5-25,서울특별시 강서구 공항동 1349-3,37.5559535584,126.8186499746,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동610",1,서울특별시 강서구 방화대로6라길 12,서울특별시 강서구 공항동 1356,37.5555079283,126.8185344861,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동611",1,서울특별시 강서구 방화대로6바길 5-16,서울특별시 강서구 공항동 1348-6,37.5555336457,126.8189119700,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동612",1,서울특별시 강서구 방화대로6바길 5-13,서울특별시 강서구 공항동 1356-2,37.5553858030,126.8186841707,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동613",1,서울특별시 강서구 방화대로6바길 5-7,서울특별시 강서구 공항동 1356-5,37.5550366432,126.8187274564,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동614",1,서울특별시 강서구 방화대로6길 43,서울특별시 강서구 공항동 1359-10,37.5546571358,126.8190161721,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동615",1,서울특별시 강서구 방화대로6바길 15-1,서울특별시 강서구 공항동 1358-3,37.5552260062,126.8194157678,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동616",1,서울특별시 강서구 방화대로6바길 11-11,서울특별시 강서구 공항동 1357-1,37.5555326836,126.8190484593,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동617",1,서울특별시 강서구 방화대로6바길 11-12,서울특별시 강서구 공항동 1358,37.5555341188,126.8192795558,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동617(쌍등)",2,서울특별시 강서구 방화대로6바길 11-12,서울특별시 강서구 공항동 1358,37.5555341188,126.8192795558,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동618",1,서울특별시 강서구 방화대로6바길 11-19,서울특별시 강서구 공항동 1348-4,37.5558414243,126.8190283601,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동619",1,서울특별시 강서구 방화대로6바길 11-24,서울특별시 강서구 공항동 1347-9,37.5561193620,126.8192507543,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동620",1,서울특별시 강서구 방화대로6다길 41,서울특별시 강서구 공항동 1345-15,37.5564507361,126.8191838599,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동621",1,서울특별시 강서구 방화대로6바길 49,서울특별시 강서구 공항동 1345-11,37.5565099382,126.8197184679,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동622",1,서울특별시 강서구 방화대로6바길 15-21,서울특별시 강서구 공항동 1347-2,37.5561279471,126.8193852978,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동623",1,서울특별시 강서구 방화대로6바길 15-14,서울특별시 강서구 공항동 1346-9,37.5557767469,126.8196264132,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동624",1,서울특별시 강서구 방화대로6바길 15-8,서울특별시 강서구 공항동 1346-7,37.5555196178,126.8196364263,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동625",1,서울특별시 강서구 방화대로6바길 20,서울특별시 강서구 공항동 1359-3,37.5551705109,126.8197145648,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동626",1,서울특별시 강서구 방화대로6바길 24,서울특별시 강서구 공항동 1359-1,37.5553316342,126.8199081552,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동627",1,서울특별시 강서구 방화대로6바길 29,서울특별시 강서구 공항동 1346-4,37.5556253229,126.8197663211,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동628",1,서울특별시 강서구 방화대로6마길 7,서울특별시 강서구 공항동 1360-3,37.5543541489,126.8186170697,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동629",1,서울특별시 강서구 방화대로6마길 11,서울특별시 강서구 공항동 1360-5,37.5542085359,126.8184334060,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동630",1,서울특별시 강서구 방화대로6마길 15,서울특별시 강서구 공항동 1360-7,37.5540644316,126.8182350271,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동631",1,서울특별시 강서구 방화대로6길 24-14,서울특별시 강서구 공항동 1367-2,37.5543832253,126.8179563034,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동632",1,서울특별시 강서구 방화대로6길 24-6,서울특별시 강서구 공항동 1362-7,37.5547181771,126.8179311566,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동633",1,서울특별시 강서구 방화대로6마길 22-11,서울특별시 강서구 공항동 1366-2,37.5543856315,126.8175888294,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동634",1,서울특별시 강서구 방화대로6마길 22-9,서울특별시 강서구 공항동 1366-3,37.5542408571,126.8175990281,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동635",1,서울특별시 강서구 방화대로6마길 22-3,서울특별시 강서구 공항동 1366-5,37.5539835488,126.8176096143,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동636",1,서울특별시 강서구 방화대로6마길 21,서울특별시 강서구 공항동 1360-9,37.5539100604,126.8180397296,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동637",1,서울특별시 강서구 방화대로6마길 27,서울특별시 강서구 공항동 1368-1,37.5537045778,126.8177702042,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동638",1,서울특별시 강서구 방화대로6마길 33,서울특별시 강서구 공항동 1368-4,37.5534832558,126.8174544323,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동639",1,서울특별시 강서구 방화대로6마길 32-7,서울특별시 강서구 공항동 1365-5,37.5539364181,126.8172544856,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동640",1,서울특별시 강서구 방화대로6마길 32-11,서울특별시 강서구 공항동 1365-4,37.5540801995,126.8172430438,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동641",1,서울특별시 강서구 방화대로6마길 32-19,서울특별시 강서구 공항동 1365-1,37.5544944562,126.8172291306,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동642",1,서울특별시 강서구 방화대로6가길 5-3,서울특별시 강서구 공항동 1362-12,37.5547010618,126.8172337187,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동643",1,서울특별시 강서구 방화대로6마길 22-15,서울특별시 강서구 공항동 1366-1,37.5545097766,126.8175809442,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동644",1,서울특별시 강서구 방화대로6가길 1,서울특별시 강서구 공항동 1362,37.5548321988,126.8170862745,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동645",1,서울특별시 강서구 방화대로6가길 8,서울특별시 강서구 공항동 1363-3,37.5546115342,126.8168470025,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"공항동646",1,서울특별시 강서구 방화대로6가길 14,서울특별시 강서구 공항동 1363-6,37.5542873767,126.8168605842,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
