"스마트가로등유형",시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,위도,경도,스마트가로등형태,점등상태여부,센서종류,센싱정보서비스,CCTV유무,WiFi유무,GPS수신기유무,비콘유무,조명제어여부,위급상황신고가능여부,앱서비스명,앱서비스제공내용,기타서비스,설치연도,관리기관명,관리기관전화번호,데이터기준일자
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.561712,126.816397,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.561741,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.561477,126.816384,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.561466,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.561343,126.816379,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.561327,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.561141,126.816251,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.561138,126.816665,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
99,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-123,37.563728,126.816574,99,Y,속도센서+카운팅센서,교통,N,N,N,N,N,N,,,교통량측정정보+평균속도정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
99,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-123,37.563719,,99,Y,속도센서+카운팅센서,교통,N,N,N,N,N,N,,,교통량측정정보+평균속도정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
99,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.569662,126.816705,99,Y,속도센서+카운팅센서,교통,N,N,N,N,N,N,,,교통량측정정보+평균속도정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
99,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.570235,126.816565,99,Y,속도센서+카운팅센서,교통,N,N,N,N,N,N,,,교통량측정정보+평균속도정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
